Locus	SRR3992506	SRR3992507	SRR3992508	SRR3992512	SRR3992513	SRR3992514
AT1G22740.1	132	139	145	150	131	141
AT1G27150.1	398	400	474	359	495	442
AT1G63460.1	341	393	510	432	510	401
AT1G50140.1	929	992	990	1020	1262	1204
AT1G03495.1	401.554	492.657	485.934	287.461	452.086	258.881
AT1G27200.1	369	347	401	368	465	360
AT1G29470.1	5685	6669	6151	7298	8767	7578
AT1G03550.1	123	145	105.91	175	165	146
AT1G03540.1	31	34	41	36	54	47
AT1G67590.1	597	713	742	616	613	535
AT1G34430.1	2680	2912	3087	2994	3658	3397
AT1G56230.1	380	373	361	507	655	644
AT1G55550.1	78	105	92	88	95	104
AT1G03560.1	300	281	281	316	354	348
AT1G04420.1	3814	4267	4979	3893	4275	4329
AT1G03580.1	3	8	7	3	5	8
AT1G03530.1	486	528	418	471	614	648
AT1G27220.1	0	1	0	0	0	0
AT1G67580.1	1168	1123	1097	1227	1501	1336
AT1G03510.1	13	28	29	24	28	34
AT1G29475.1	0	0	0	0	0	0
AT1G63420.1	370	481	354	385	572	388
AT1G27210.1	399	571	455	687	797	898
AT1G04430.1	3137	3496	3705	2446	2984	2843
AT1G56240.1	0	5	6	6	16.9477	6
AT1G22730.1	790	822	914	886	1146	953
AT1G03520.1	182	188	192	235	277	234
AT1G27350.1	676	800	871	801	867	693.738
AT1G29440.1	386.476	432.912	367.536	117.154	121.281	109.263
AT1G29430.1	611	660	701	210	199	210
AT1G05577.1	1	8	1	1	0	0
AT1G53720.1	338	386	380	444	500	411
AT1G60720.1	2	1	2	0	0	0
AT1G11500.1	8	14	24	31	20	17
AT1G53300.1	978	1056	1176	1101	1426	1243
AT1G60050.1	0	1	0	0	1	0
AT1G60060.1	179	325	227	145	180	143
AT1G11490.1	3	8	6	6	15	0
AT1G53290.1	365	510	493	539	576	539
AT1G60030.1	38	45	55	41	32	36
AT1G11480.1	1078	1080	1263	1149	1436	1231
AT1G63320.1	0	0	0	25.2391	29.3628	28.5985
AT1G34480.1	7	13	9	16	10	9
AT1G05575.1	17	11	22	12	24	17
AT1G60040.1	0	0	0	0	0	0
AT1G53285.1	0	0	0	0	0	0
AT1G56140.1	270	213	348	210	257	221
AT1G05580.1	0	0	0	2	0	0
AT1G11510.1	0	0	0	0	0	0
AT1G27320.1	2796	2455	2760	2401	3167	2496
AT1G07120.1	19.3357	29.2178	25.3405	25.389	21.6191	16.6053
AT1G27310.1	1417	1419	1660	1310	1456	1394
AT1G11540.1	0	2	1	1	1	0
AT1G27330.1	955	1153	1295	1278	1194	1094.26
AT1G11545.1	404	442	421	429	510	509
AT1G27340.1	1098	1234	1673	2120	2576	2169
AT1G22700.1	2026	2132	2460	1953	2050	2347
AT1G53280.1	1806	1898	2207	2579	2757	2416
AT1G11530.1	374	341	365	313	291	245
AT1G07135.1	121	66	233	162	134	87
AT1G53710.1	265	241	262	386	436	345
AT1G11520.1	0	0	0	0	0	0
AT1G05590.1	531	576	623	659	647	627
AT1G07130.1	45.8228	59.2117	67.9608	79.5818	39.1108	64.9319
AT1G60710.1	2973	3648	3954	2062	2449	1828
AT1G27300.1	365	378	523	372	422	385
AT1G60075.1	1	1	1	0	0	0
AT1G56130.1	28	22	21	46	54	53
AT1G60080.1	149	184	211	237	256	262
AT1G63330.1	0	0	0	103.076	99.9687	91.0227
AT1G53270.1	7	12	9	15	23	16
AT1G59990.1	839	879	873	908	945	1197
AT1G27240.1	0	0	0	0	0	0
AT1G56030.1	0	0	0	0	0	0
AT1G27250.1	0	0	0	0	0	0
AT1G53750.1	4632	5195	6060	4835	5374	4562
AT1G05570.1	1051	573	676	1521	2071	1447
AT1G29400.1	1955	1848	2285	2637	3464	2744
AT1G27260.1	0	0	0	0	0	0
AT1G59980.1	184	191	200	265	332	274
AT1G79670.1	307	340	360	440	529	411
AT1G53210.1	5358	5204	6621	5905	7344	5967
AT1G29420.1	32	25.0162	27	28.0333	31.0881	38
AT1G60770.1	785	940	914	879	934	996
AT1G27270.1	1	0	0	0	0	0
AT1G63380.1	20	14	14.1001	5.07709	4	0
AT1G60760.1	0	0	1	4	2	1
AT1G11475.1	778	865	848	969	1092	985
AT1G59970.1	293	322	400	272	298	203
AT1G60750.1	1	0	0	0	0	0
AT1G63370.1	3.67411	8.63002	8.20546	0	2.37568	0
AT1G60740.1	0	2	8	0	0	0
AT1G27280.1	0	4	0	0	5	0
AT1G63350.1	101	88	131	93	85.1847	72.1367
AT1G56160.1	3.52673	0	1.07654	5.27175	4.30179	3.33522
AT1G60000.1	2287	3024	3207	3438	3856	4322
AT1G29380.1	108	134	113	129	163	131
AT1G53265.1	0	0	0	0	0	0
AT1G63340.1	1	1	0	13	15	16
AT1G60010.1	1307	1571	1646	1223	1476	1182
AT1G56150.1	457	285	605	872	758	409
AT1G60020.1	0	0	0	22	13	26
AT1G63360.1	1205.64	1121	1043.61	298.902	369.646	347.998
AT1G29395.1	131	161	257	471	510	752
AT1G27290.1	649	607	773	600	780	579
AT1G27285.1	3	4	4	0	0	0
AT1G53260.1	8	12	4	1	0	4
AT1G53230.1	857.601	907.194	946.394	975.854	1124.2	1151.48
AT1G53240.1	10324	13489	14772	12960	14053	14090
AT1G56170.1	724	754	982	958	938	418
AT1G22710.1	4732	5114	4845	4470	5355	4916
AT1G53250.1	243	329	229	238	241	310
AT1G77290.1	83	95	94	151	164	121
AT1G79120.1	22	14	25	13	17	15
AT1G32420.1	0	0	0	0	0	0
AT1G66220.1	0	0	0	0	0	0
AT1G23660.1	6	23	5	0	0	0
AT1G23650.1	0	4	0	0	0	0
AT1G66230.1	347	332	383	134	186	93
AT1G23640.1	0	11	2	0	0	0
AT1G23670.2	6	32	4	0	0	0
AT1G67220.1	1	2	2	29	47	40
AT1G32120.1	290	355	293	477	539	461
AT1G77230.1	323	316	320	700	788	768
AT1G22790.1	358	416	429	392	415	357
AT1G11070.1	7	9	6	0	2	2
AT1G29030.1	263	324	260	440	535	451
AT1G74480.1	0	3	3	2	3	1
AT1G66235.1	0	1	0	0	0	0
AT1G77240.1	0	0	0	0	0	0
AT1G23690.1	0	19	0	0	0	0
AT1G66210.1	0	0	0	0	0	0
AT1G23680.1	0	0	0	0	0	0
AT1G77250.1	213	203	189	203	205	184
AT1G50670.1	866	942	1068	1023	1037	893
AT1G56085.1	1	0	0	0	0	0
AT1G66245.1	0	0	0	4	0	1
AT1G77200.1	23	25	33	39	51	53
AT1G80110.1	36	30	63	37	35	35
AT1G02800.1	135	163	130	142	149	181
AT1G67230.1	2577	2726	1891	2388	2999	2349
AT1G50640.1	958	1060	1243	1207	1377	1112
AT1G77180.1	2461	2602	2501	3386	3981	3537
AT1G80100.1	6	1	8	7	4	6
AT1G79620.1	249	281	220	216	273	197
AT1G80120.1	107	141	137	134	178	85
AT1G32140.1	0	0	1	0	0	0
AT1G80140.1	1	0	0	0	0	0
AT1G77220.1	384	345	378	433	455	405
AT1G50660.1	1986	2034.12	1911.85	2129	2514.36	2176.28
AT1G32130.1	1582	1674	1847	2201	2434	1979
AT1G50080.1	0	0	0	0	0	0
AT1G66240.1	2403	3093	3406	3035	3527	2719
AT1G50650.1	1	0	0	3	2	4
AT1G80130.1	411	562	1002	818	783	675
AT1G02790.1	0	113	0	0	0	0
AT1G74490.1	11	4	5	7	17	17
AT1G02780.1	17596	20438	20765	18424	20777	20298
AT1G74550.1	47	27.0066	43	9	12	8
AT1G80180.1	1888	2146	2279	1342	1384	1085
AT1G42515.1	0	0	0	0	0	0
AT1G74540.1	53	40.7482	60	7	8	15
AT1G11020.1	280	274	332	329	448	402
AT1G50680.1	0	0	0	0	0	0
AT1G66180.1	764	968	923	778	834	987
AT1G77280.1	308	256	298	428	493	458
AT1G80190.1	137	153	139	191	161	174
AT1G66170.1	3	1	1	0	0	3
AT1G02740.1	145	154	163	227	221	240
AT1G80200.1	7	25	20	12	16	12
AT1G80170.1	126	155	143	155	192	188
AT1G50690.1	0	0	0	0	0	0
AT1G22800.1	361	380	398	523	579	527
AT1G32060.1	51469	64442	65053	45363	47735	44987
AT1G54320.1	1445	1492	1738	1726	1945	1706
AT1G02750.1	264	244	305	341	334	302
AT1G42520.1	0	0	0	0	0	0
AT1G11040.1	1	0	0	0	0	0
AT1G80150.1	183	187	184	214	271	229
AT1G74520.1	1015	1076	1223	1439	1630	1440
AT1G02770.1	18	10	16	14	27	18
AT1G80160.1	87	36	388	15	19	10
AT1G77260.1	1028	1014	1175	1077	1409	1022
AT1G74510.2	775	756	830	955	1143	838
AT1G32100.1	328	445	292	274	354	250
AT1G74500.1	0	0	0	0	0	0
AT1G32110.1	1	1	0	0	0	0
AT1G50630.1	131	132	172	113	141	119
AT1G11060.1	450	422	351	439	540	504
AT1G56090.1	138	180	198	162	184	174
AT1G11050.1	354	355	390	420	473	408
AT1G42530.1	0	0	0	0	0	0
AT1G32080.1	11418	12877	14079	11285	11946	12394
AT1G42540.1	1054	1044	1110	1243	1531	1311
AT1G77270.1	284	322	184	438	503	538
AT1G22560.1	2	3	2	0	0	0
AT1G32090.1	207	254	265	228	257	250
AT1G66190.1	209	212	251	236	246	254
AT1G32150.1	281	347	289	376	488	396
AT1G80090.1	0	1	1	0	0	0
AT1G80080.1	319	383	350	1414	1778	1800
AT1G50590.1	97	111	152	55	52	19
AT1G80010.1	634	740	706	700	862	778
AT1G54240.1	0	2	1	0	0	0
AT1G50580.1	1	2	1	0	0	0
AT1G54250.1	237	260	280	104	134	107
AT1G54230.1	0	1	0	0	1	0
AT1G28480.1	107	9	72	105	166	39
AT1G80020.1	79	85	67	82	98	111
AT1G20795.1	1	0	1	0	0	0
AT1G54270.1	4669	5539	6062	4563	5020	4980
AT1G02840.1	2580	3049	2829	2949	3532	3157
AT1G02830.1	2	3	1	2	0	0
AT1G42550.1	6681	6375	6391	5717	6488	5221
AT1G34160.1	54	59	68	73	62	63
AT1G80030.1	3116	3117	3462	2935	2984	2934
AT1G50600.1	949	869	1004	888	970	809
AT1G54260.1	282	271	342	1	2	2
AT1G80000.1	1033	1021	1064	1078	1161	1267
AT1G54220.1	742	826	924	979	1070	955
AT1G77170.1	59	74	86	108	99	110
AT1G58983.1	400.009	469.372	579.451	1.79E-08	4.76E-06	8.99E-05
AT1G77130.1	678	774	912	660	706	669.73
AT1G23580.1	3	16	5	0	1	0
AT1G58936.1	0.666667	1	1	0	1	0
AT1G26520.1	237.34	258.191	212.687	229.54	275.414	286.514
AT1G57750.1	477	2072	142	54	23	51
AT1G56080.1	10	13	26	37	42	35
AT1G57740.1	0	0	0	0	0	0
AT1G20810.1	1625	1660	2009	1569	1544	1778
AT1G58889.1	5.21657	2	2	0	0	1.05E-08
AT1G58848.1	3408.99	3087.32	2684.21	374.83	321.815	252.993
AT1G77150.1	0	0	0	0	0	0
AT1G77160.1	0	0	0	2	1	1
AT1G77145.1	25	34	36	10	4	8
AT1G58766.1	0	0	0	0	0	0
AT1G42560.1	12	10	5	3	2	2
AT1G58807.1	4653.94	4171.1	3503.55	2.86E-05	0.00216252	0.0097209
AT1G77140.1	480	472	532	551	583	498
AT1G54330.1	12	15	8	13	18	20
AT1G34150.1	201	160	194	190	236	202
AT1G34140.1	0	0	0	0	0	0
AT1G80070.1	6092	4782	3767	6150	8598	7632
AT1G32170.1	86	91	144	60	63	42
AT1G28490.1	619	732	797	881	919	805
AT1G66270.1	0	0	0	0	0	0
AT1G80060.1	73	69	60	91	118	113
AT1G20840.1	517	563	552	547	751	803
AT1G80050.1	758	997	969	1515	1449	1544
AT1G22780.1	3875	4732	4817	3676	4117	4233
AT1G02810.1	29	48	27	20	20	21
AT1G66260.1	3299	3577	4041	4103	4705	3671
AT1G20850.1	1308	1643	1141	1353	1636	1095
AT1G67240.1	0	0	0	0	1	1
AT1G20860.1	0	0	0	0	0	0
AT1G67250.1	789	909	1038	888	970	977
AT1G67260.1	39	74	66	77	150	70
AT1G66250.1	415	514	413	501	620	615
AT1G67270.1	1	0	0	0	0	0
AT1G32160.1	1649	1804	1975	2376	2483	2396
AT1G23620.1	0	10	0	0	0	0
AT1G20830.1	603	689	691	602	644	658
AT1G23610.1	0	7	0	0	0	0
AT1G20816.1	359	368	380	400	418	450
AT1G50610.1	1	0	0	3	0	0
AT1G32200.1	2156	2354	2377	1616	1694	2301
AT1G34130.1	939	908	920	1199	1432	1389
AT1G67290.1	2	7	6	2	1	0
AT1G54280.1	3	0	5	0	0	2
AT1G02820.1	4067	5158	5503	3434	3285	2374
AT1G62720.1	34	19	25	31	51	31
AT1G32210.1	825	894	971	979	1168	1016
AT1G02816.1	601	624	903	637	707	408
AT1G54290.1	481	460	661	570	745	559
AT1G32180.1	1	5	1	0	3	2
AT1G20823.1	597	684	782	659	776	739
AT1G54300.1	0	0	0	0	0	1
AT1G50620.1	311	380	356	505	607	510
AT1G23600.1	2	26	4	1	3	1
AT1G32190.1	118	143	126	172	188	182
AT1G02813.1	77	0	2	0	0	1
AT1G67280.1	5026	5265	6329	5912	6584	6352
AT1G23590.1	5	33	1	0	0	1
AT1G74580.1	117	92	114	116	143	142
AT1G50700.1	143	125	157	175	262	193
AT1G32050.1	2790	3019	3522	3836	4710	3890
AT1G23800.1	203	228	429	215	313	219
AT1G50850.1	0	0	0	0	0	0
AT1G42470.1	644	595	603	963	1165	1373
AT1G09860.1	1	2	1	0	3	1
AT1G09870.1	509	545	666	704	831	779
AT1G09850.1	685	719	990	766	907	771
AT1G20910.1	352	362	368	414	405	440
AT1G22550.1	70	68	54	308	399	310
AT1G34095.1	56	43	30	0	0	0
AT1G23810.1	1	2	1	0	0	0
AT1G42460.1	0	0	0	0	0	0
AT1G34090.1	0	0	0	0	0	0
AT1G34080.1	0	0	0	0	0	0
AT1G50840.1	2208	2195	2024	2091	2604	2190
AT1G09840.1	1179	1067	1333	973	1118	917
AT1G20925.1	1	3	4	1	1	1
AT1G20920.1	1324	1357	1151	1987	2018	1909
AT1G54400.1	4	13	11	9	5	7
AT1G54385.1	185	209	229	212	284	273
AT1G50830.1	7	17	9	1	2	3
AT1G50820.1	3	8	3	2	1	0
AT1G20890.1	172	179	182	198	191	174
AT1G66040.1	2.98848	2.8992	10.0559	10.189	0	0
AT1G50780.1	2	4	6	8	4	3
AT1G66030.1	0	0	0	0	0	0
AT1G80280.1	427	524	422	504	564	576
AT1G66045.1	0	0	0	0	0	0
AT1G50770.1	3	6	3	11	12	12
AT1G31970.1	2750	3059	2916	3996	4504	4332
AT1G74680.1	200	192	163	306	353	325
AT1G22830.1	80	82	107	99	110	131
AT1G80300.1	3844	4468	4140	2732	3358	3077
AT1G80320.1	22.139	22.1445	24.0777	26.6306	22.9756	21.3664
AT1G09880.1	15	48	16	57	49	75
AT1G20900.1	6	2	8	1	1	0
AT1G50790.1	53	65	56	83	70	111
AT1G50810.1	0	0	0	0	0	0
AT1G50800.1	0	0	0	0	0	0
AT1G80310.1	394	375	447	627	608	743
AT1G66020.1	1	2	0	2	2	2
AT1G54380.1	460	488	462	515	587	503
AT1G66050.1	57.2296	51.1008	124.944	31.811	25	44
AT1G34070.1	0	0	0	0	0	0
AT1G09820.1	162	171	159	261	277	258
AT1G37010.1	0	0	0	0	0	0
AT1G66010.1	0	0	0	0	0	0
AT1G37012.1	0	0	0	0	0	0
AT1G74690.1	1562	2011	1671	1977	2318	1974
AT1G31950.1	31	35	31	32	35	41
AT1G74700.1	68	65	66	91	112	87
AT1G28510.1	560	637	755	809	822	726
AT1G67210.1	119	120	123	189	197	197
AT1G79610.1	493	487	522	747	827	713
AT1G31940.1	601	622	744	695	757	545
AT1G66000.1	0	0	0	0	0	0
AT1G31930.1	712	709	700	817	1012	1129
AT1G31920.1	523	613	590	557	616	679
AT1G65990.1	0	0	0	0	0	0
AT1G20950.1	2045	2224	2431	1768	2085	1913
AT1G67190.1	257	209	267	264	314	225
AT1G80330.1	0	0	0	1	0	0
AT1G34060.1	471	351	441	488	501	271
AT1G67200.1	0	0	0	0	0	0
AT1G20940.1	1	0	0	0	0	0
AT1G37015.1	0	0	0	0	0	0
AT1G37020.1	0	0	0	0	0	0
AT1G56120.1	728	297	231	972	1027	527
AT1G23860.1	821	898	962	928	1065	985
AT1G37040.1	0	0	0	0	0	0
AT1G09812.1	29	48	66	92	143	79
AT1G23850.1	136	130	151	97	220	44
AT1G23840.1	163	75	129	194	228	145
AT1G09815.1	560	621	712	677	727	706
AT1G23830.1	151	111	114	205	186	115
AT1G20930.1	136	245	176	171	221	191
AT1G09830.1	1241	1287	1407	1299	1333	1463
AT1G37038.1	0	0	0	0	0	0
AT1G23870.1	661	506	533	290	389	293
AT1G31960.1	0	0	0	1	0	1
AT1G34065.1	163	194	178	265	338	285
AT1G23890.2	152	141	171	563	624	510
AT1G09810.1	260	275	257	282	330	253
AT1G37030.1	0	0	0	0	0	0
AT1G37035.1	0	0	0	0	0	0
AT1G23880.1	156	199	168	266	325	238
AT1G37037.1	0	0	0	0	0	0
AT1G37036.1	0	0	0	0	0	0
AT1G77122.1	619	705	677	718	718	771
AT1G80270.1	532	754	603	718	823	882
AT1G66060.1	0	0	0	0	0	0
AT1G09932.1	211	48	196	332	242	386
AT1G34110.1	490	507	436	545	564	582
AT1G42500.1	1	0	0	0	0	0
AT1G28500.1	0	1	0	0	0	1
AT1G55910.1	1542	1234	1675	1048	1175	676
AT1G09935.1	1	0	2	0	0	0
AT1G42490.1	0	0	0	0	2	0
AT1G09930.1	0	3	3	16	16	24
AT1G50740.1	340	283	402	489	543	403
AT1G23700.1	6	8	4	2	3	3
AT1G34100.1	22	20	22	13	22	19
AT1G09910.1	288.018	318.128	346.329	202	224.052	159.175
AT1G54350.1	3145.82	3311.51	3614.97	3482.91	3832.22	3341.19
AT1G50760.1	0	0	0	1	1	1
AT1G09920.1	585	669	801	886	918	726
AT1G20870.1	75	102	108	157	173	201
AT1G50750.1	11	20	12	17	18	21
AT1G50730.1	482	453	445	518	627	511
AT1G09940.1	324	277	380	237	264	346
AT1G09950.1	7	8	19	15	21	16
AT1G66145.1	0	0	0	0	0	0
AT1G11000.1	72	102	77	124	119	173
AT1G62730.1	108	87	109	147	168	186
AT1G42510.1	0	0	0	0	0	0
AT1G32045.1	0	0	0	0	0	0
AT1G02730.1	767	865	840	807	1174	974
AT1G66150.1	2406	2595	2400	2168	2499	2471
AT1G54340.1	763	827	953	919	1044	822
AT1G80210.1	315	318	354.399	459	556	458
AT1G56100.1	0	0	0	1	4	0
AT1G50710.1	378	411	436	490	557	470
AT1G66140.1	416	544	575	786	1001	706
AT1G66110.1	2	3	1	17	10	15
AT1G09960.1	124	120	144	166	218	177
AT1G80240.1	6	20	5	3	8	3
AT1G32040.1	0	0	0	0	0	0
AT1G80230.1	1392	1573	1851	1551	1727	1548
AT1G50720.1	0	0	0	0	0	0
AT1G66120.1	0	0	0	0	0	0
AT1G66130.1	1603	1692	1942	1649	1761	1688
AT1G80220.1	0	0	0	0	0	0
AT1G74670.1	1045	1530	1194	6106	5452	10016
AT1G09900.1	769	844	833	630	690	797
AT1G37070.1	0	0	0	0	0	0
AT1G37050.1	0	0	0	0	0	0
AT1G10970.1	119	105	172	156	154	172
AT1G22810.1	0	0	0	5	2	0
AT1G80245.1	127	144	140	126	149	176
AT1G74630.1	19	21	14	25	30	37
AT1G31993.1	0	0	0	0	0	0
AT1G74620.1	0	0	0	0	0	0
AT1G54370.1	923	800	803	1016	1144	1044
AT1G66090.1	198	78	276	72	82	29
AT1G74640.1	1842	2009	2274	2085	1908	2519
AT1G56110.1	3145	4066	3546	3734	4238	4632
AT1G80260.1	646	642	690	790	1073	832
AT1G31990.1	3	5	4	0	0	0
AT1G66070.1	1007	1149	1218	1204	1414	1156
AT1G34097.1	0	0	0	0	0	0
AT1G66080.1	271	282	322	291	370	179
AT1G31983.1	4	4	11	18	16	23
AT1G74660.1	15	15	16	40	44	33
AT1G37045.1	0	0	0	0	0	0
AT1G74650.1	35	54	41	78	133	80
AT1G74600.1	120	61	88	111	172	111
AT1G66100.1	7935	11202	9898	4	2	0
AT1G74590.1	123	93	132	151	183	119
AT1G23740.1	21210	22361	26274	22352	24237	20398
AT1G09890.1	79	79	56	149	194	130
AT1G37063.1	0	0	0	0	0	0
AT1G32030.1	0	0	0	0	0	0
AT1G10980.1	29	45	40	45	53	60
AT1G23730.1	91	80	107	227	351	387
AT1G20880.1	221	216	312	403	444	337
AT1G23720.1	1	0	0	0	1	0
AT1G73860.1	5	16	19	187	213	202
AT1G23710.1	247	176	286	243	319	233
AT1G23750.1	116	164	185	221	241	269
AT1G32020.1	0	0	0	0	0	0
AT1G37060.1	0	0	0	0	0	0
AT1G32000.1	0	0	0	0	0	0
AT1G49300.1	1156	1131	1439	1195	1406	1218
AT1G37057.1	0	0	0	5	9	4
AT1G23790.1	69	109	86	91	123	120
AT1G32010.1	0	0	0	0	0	0
AT1G23780.1	880	839	1155	1151	1241	1067
AT1G23760.1	10	34	2	13	13	14
AT1G23770.1	0	0	0	0	2	1
AT1G23560.1	23	34.1866	34	16.1678	28.4754	8
AT1G59030.1	0	0	0	0	0	0
AT1G57730.1	2	0	1	0	0	2
AT1G79160.1	484	505	587	578	519	555
AT1G29965.1	713.468	1016.68	942.528	970.453	949.619	1098.51
AT1G03055.1	372	429	409	428	408	365
AT1G34270.1	153	161	149	181	223	188
AT1G79640.1	188	216	206	260	281	282
AT1G32350.1	216	13	437	80	105	14
AT1G42650.1	0	0	0	0	0	0
AT1G29960.1	87	87	101	147	122	147
AT1G26790.1	376	418	390	218	264	62
AT1G20650.1	851	910	913	1290	1494	1450
AT1G11190.1	106	137	87	95	121	85
AT1G79800.1	6	9	0	2	0	2
AT1G42635.1	0	0	0	0	0	0
AT1G55600.1	0	0	0	1	0	2
AT1G29990.1	906	949	929	1012	1136	1121
AT1G03050.1	7	0	2	1	7	1
AT1G54110.1	281	337	350	252	257	177
AT1G23420.1	0	6	7	0	0	0
AT1G11200.1	253	270	346	280	291	305
AT1G03070.1	28	33	47	33	48	36
AT1G42690.1	0	0	0	1	0	1
AT1G28460.1	0	1	0	1	0	0
AT1G11220.1	25	51	44	44	42	40
AT1G54100.1	1702	1374	3455	2377	3391	1846
AT1G54095.1	1	2	0	4	4	2
AT1G20640.1	639	694	676	743	897	818
AT1G79810.1	654	702	681	769.576	888	791
AT1G42680.1	0	0	0	0	0	0
AT1G62695.1	0	0	0	0	0	0
AT1G03060.1	1719	1248	947	1685	2508	1937
AT1G32360.1	694	574	752	736	794	815
AT1G26795.1	0	0	0	0	0	0
AT1G11210.1	4	2	17	91	68	71
AT1G29950.1	1142.56	1059.52	1146.61	891.56	1185.26	853.257
AT1G34280.1	0	0	0	0	0	0
AT1G23410.1	166	165	176	75	70	130
AT1G56670.1	149	172	183	197	215	197
AT1G42655.1	0	0	0	0	0	0
AT1G29940.1	1116	972	921	1046	1282	1193
AT1G56045.1	6972	8226	7930	7292	7957	7980
AT1G54115.1	534	560	616	739	894	702
AT1G34230.1	0	0	0	0	0	0
AT1G34240.1	0	0	0	0	0	0
AT1G28465.1	0	0	0	0	0	0
AT1G29050.1	594	602	563	357	502	353
AT1G42610.1	0	0	0	0	0	0
AT1G59510.1	81	84	78	90	83	81
AT1G34220.1	605	562	724	727	916	750
AT1G59500.1	0	0	0	0	0	0
AT1G56700.1	1006	1125	1278	1018	1230	820
AT1G59453.1	0	0	0	0	0	0
AT1G20693.1	905	1197	1231	1980	1636	2264
AT1G56690.1	42	27	41	34	49	36
AT1G56675.1	0	0	0	0	0	0
AT1G56680.1	5	3	0	0	0	0
AT1G77000.1	93	87	178	183	186	210
AT1G79850.1	10529	12574	13833	9646.96	9850.94	11023
AT1G20690.1	43.0886	38.4064	31.1884	40.9579	87.2287	23.4438
AT1G34245.1	63	98	108	233	310	242
AT1G34260.1	700	628	662	754	1067	1010
AT1G79820.1	389	458	437	695.424	770	726
AT1G26740.1	354	425	454	510	595	550
AT1G42630.1	0	0	0	0	0	0
AT1G26750.1	537	635	629	662	660	638
AT1G20670.1	485	568	493	633	764	697
AT1G26760.1	49	67	67	65	70	59
AT1G54120.1	55	50	58	350	448	350
AT1G32340.1	333	278	381	414	518	355
AT1G03040.1	965	1062	1118	1195	1368	1095
AT1G34250.1	0	0	0	0	0	0
AT1G26730.1	113	175	189.243	132	204	164
AT1G42620.1	0	0	0	0	0	0
AT1G20680.1	2	2	0	3	4	2
AT1G56050.1	1802	2112	2123	2111	2151	2638
AT1G54130.1	1365	1221	1745	1495	1653	1197
AT1G26710.1	2	0	5	0	0	0
AT1G59530.1	0	0	1	1	1	0
AT1G26720.1	6	2	8	0	0	0
AT1G59535.1	0	0	0	0	0	0
AT1G77010.1	9	12	11	4	17	16
AT1G54090.1	649	636	772	659	787	595
AT1G56660.1	952	1007	877	912	673	444
AT1G26810.1	109	159	134	167	180	237
AT1G32390.1	0	0	0	0	0	0
AT1G26820.1	191	182	142	185	217	174
AT1G67430.1	8379	10741	10216	7863	8741	9435
AT1G26800.1	225	166	252	151	186	87
AT1G32400.1	2939	2855	3332	2679	3113	2417
AT1G54020.2	133	223	302	224	920	81
AT1G20600.1	1	0	0	0	0	0
AT1G26799.1	0	0	0	0	0	0
AT1G26798.1	0	0	0	0	0	0
AT1G29910.1	93391.6	145043	125612	158890	155049	227912
AT1G29920.1	161965	241044	222530	63719.8	55037.1	87416
AT1G59590.1	117	61	112	49	55	40
AT1G67440.1	649	709	796	737	796	672
AT1G26797.1	0	0	0	0	0	0
AT1G59600.1	326	398	377	354	382	425
AT1G79150.1	554	672	460	606	702	839
AT1G54030.1	722	762	1202	982	2124	1021
AT1G29900.1	3929	4070	3923	3685	4731	4036
AT1G54010.1	294	298	1393	543	1474	349.812
AT1G54000.1	124	170	158	87	327	94.188
AT1G32410.1	600	547	679	719	725	734
AT1G62690.1	3	4	3	29	33	39
AT1G34290.1	0	0	0	0	0	0
AT1G29870.1	0	0	0	0	0	0
AT1G26830.1	1384	1500	1532	1502	1884	1534
AT1G34300.1	328	307	361	389	452	413
AT1G32415.1	40	32	31	50	51	46
AT1G34310.1	0	0	0	0	0	0
AT1G03120.1	16	29	27	21	12	15
AT1G79130.1	0	0	0	0	0	0
AT1G79750.1	5360	5854	5312	5060	6466	6115
AT1G53980.1	3	1	1	0	0	0
AT1G53990.1	2	1	1	4	7	2
AT1G67450.1	0	0	0	0	0	0
AT1G23360.1	491	624	621	349	348	361
AT1G29070.1	9327	10850	12306	8080	8148	9276
AT1G20590.1	0	0	0	6.88496	2.80369	2.78691
AT1G03110.1	301	409	391	347	388	407
AT1G67455.1	1	1	0	3	0	1
AT1G23350.1	8	10	10	1	3	0
AT1G29880.1	4685	5198	5777	4570	5304	4735
AT1G03080.1	1658	1442	1246	2375	3420	2393
AT1G59580.1	478	472	586	760	866	646
AT1G20610.1	106	170	153	149.115	198.196	181.213
AT1G54080.2	2440	2628	3138	2896	3457	2913
AT1G54070.1	1	2	1	1	1	1
AT1G42703.1	0	0	0	0	2	0
AT1G54060.1	886	959	984	1062	1131	961
AT1G11250.1	1	2	0	0	0	2
AT1G56620.1	0	0	0	0	0	0
AT1G23380.2	101	120	112	147	189	142
AT1G20630.1	371	360	614	329	360	594
AT1G56630.1	0	0	0	0	0	0
AT1G11240.1	639	776	729	864	992	949
AT1G23390.1	1728	1596	1569	1571	1864	1524
AT1G03090.2	448.876	486.324	580.25	602.607	759	726.889
AT1G32375.1	0	1	2	2	0	4
AT1G11260.1	1861	1500	1235	1539	1882	2119
AT1G23400.1	1929	2274	2161	2190	2375	2407
AT1G42695.1	0	0	0	0	0	0
AT1G29930.1	252652	344057	349626	156891	145713	275660
AT1G56640.1	0	0	0	0	0	0
AT1G56650.1	292	257	557	156	147	33
AT1G32380.1	591	713	685	942	1128	752
