Locus	SRR3992506	SRR3992507	SRR3992508	SRR3992512	SRR3992513	SRR3992514
AT5G18610.1	504.124	509.08	553.505	641.659	763.56	740.309
AT5G39720.1	3	0	13	3	5	1
AT5G19720.1	1	1	0	0	2	1
AT5G04060.1	351	362	329	326.608	404	530
AT5G47650.1	782	888	902	550	576	459
AT5G18600.1	1466	1559	1461	893	1069	1126
AT5G44565.1	132	217	165	421	397	256
AT5G40490.1	874	893	820	1054	1254	1150
AT5G02260.1	122	150	206	204	287	268
AT5G44650.1	3022	3436	3806	3419	3626	3706
AT5G61600.1	72	46	67	164	232	73
AT5G48180.1	3876	2987	5417	4371	6199	4742
AT5G44640.1	0	0	0	0	0	0
AT5G61605.1	0	23	0	0	0	0
AT5G61610.1	10	23	9	0	6	6
AT5G53600.1	0	0	0	0	0	0
AT5G61630.1	0	2	0	0	0	0
AT5G32107.1	0.929611	0	0	0	0	0
AT5G61590.1	298	479	354	247	326	253
AT5G32125.1	0	0	0	0	0	0
AT5G61620.1	0	1	0	0	0	0
AT5G39390.1	2	1	0	2	0	0
AT5G02250.1	1078	1094	1097	899	1047	959
AT5G49300.1	74	82	99	64	90	55
AT5G52240.1	1512	1690	1884	1723	2045	1631
AT5G52260.1	0	0	0	0	0	0
AT5G49290.1	19	21	31	67	72.9536	77
AT5G44670.1	661	660	730	934	1234	671
AT5G52310.1	572	549	998	696	893	712
AT5G26110.1	369	405	437	419	460	488
AT5G52300.1	1	9	107	78	176	35
AT5G11810.1	408	553	588	520	696	511
AT5G52290.1	2	9	5	5	3	6
AT5G61570.1	230	265	273	216	260	238
AT5G44660.1	341	450	332	286	353	300
AT5G52270.1	4	3	1	6	3	2
AT5G52250.1	113	93	81	69	93	73
AT5G17770.1	3158	3411	3542	3259	4208	3097
AT5G61580.1	531	639	659	542	702	648
AT5G22000.2	1802	1750	2295	1856	2233	1922
AT5G52280.1	548	689	537	711	850	767
AT5G61640.1	376	321	469	554	625	414
AT5G02240.1	3325	4272	4973	4804	4983	4896
AT5G35646.1	0	0	0	0	0	0
AT5G49310.1	2	8	4	0	1	1
AT5G02190.1	54	75	35	85	83	120
AT5G26080.1	0	0	0	0	0	0
AT5G35657.1	0	0	0	0	0	0
AT5G31999.1	1	2	3	5	8	4
AT5G31981.1	0	0	0	0	0	0
AT5G05940.1	69	93	77	114	133	114
AT5G26070.1	0	0	0	0	0	0
AT5G31963.1	0	0	0	0	0	0
AT5G48170.1	24	22	12	19	32	28
AT5G35660.1	0	0	9	0	0	0
AT5G44630.1	14	29	35	23	10	26
AT5G31945.1	0	0	0	0	0	0
AT5G26060.1	0	3	0	0	0	0
AT5G26050.1	0	0	0	1	1	1
AT5G39380.1	69	86	88	191	200	174
AT5G26090.1	0	1	1	1	1	0
AT5G44635.1	387	426	278	467	503	523
AT5G02230.1	1122	1196	1282	1967	2096	1776
AT5G35650.1	0	0	0	0	0	0
AT5G35655.1	0	0	0	0	0	0
AT5G48175.1	7	11	9	24	27	18
AT5G32089.1	0	0	0	0	0	0
AT5G22010.1	821	784	690	1063	1205	1061
AT5G61650.1	0	2	1	4	1	2
AT5G52320.1	1017	1068	1333	1040	1264	931
AT5G53130.1	1278	1250	1423	1621	1894	1510
AT5G02220.1	11	33	23	28	36	30
AT5G32035.1	0	0	0	0	0	0
AT5G02210.1	1	0	4	0	0	0
AT5G32071.1	0	0	0	0	0	0
AT5G53590.1	108.5	129.5	141	133.5	170	96
AT5G26100.1	0	0	0	0	0	0
AT5G32053.1	0	0	0	0	0	0
AT5G05930.1	455	440	506	526	633	482
AT5G39370.1	0	0	1	3	2	0
AT5G17790.1	791	894	858	884	966	1054
AT5G15060.1	1	2	2	0	0	2
AT5G32215.1	0	0	0	0	0	0
AT5G49210.1	498	570	629	484	582	533
AT5G02310.1	1988	1393	1506	2161	2988	2432
AT5G49200.1	3	2	1	1	1	2
AT5G40650.1	574	727	704	367	374	601
AT5G11770.1	3347	3732	4228	3668	4207	4050
AT5G67030.1	20764	20748	22592	23007	25817	21623
AT5G40660.1	427	515	559	573	632	617
AT5G67020.1	21	30	21	58	78	61
AT5G26180.1	483	522	518	482	568	559
AT5G67000.1	0	0	0	0	0	0
AT5G21940.1	1018	748	999	474	619	336
AT5G20700.1	8225	10458	12845	13601	16419	12250
AT5G21010.1	354	351	426	415	499	451
AT5G21950.1	175	195	169	134	136	81
AT5G67010.1	0	1	0	0	3	3
AT5G49215.1	378	459	418	323	361	337
AT5G11760.1	437	596	586	636	698	778
AT5G40645.1	1	0	0	0	0	0
AT5G02350.1	0	3	0	0	0	0
AT5G32267.1	0	0	0	0	0	0
AT5G49180.1	0	2	0	0	0	0
AT5G40640.1	219	223	195	300	332	396
AT5G02360.1	0	0	1	0	0	0
AT5G32254.1	0	0	0	0	0	0
AT5G49190.1	12	9	10	10	20	25
AT5G02340.1	0	0	0	0	0	0
AT5G32241.1	0	0	0	0	0	0
AT5G35643.1	0	0	0	0	0	0
AT5G26190.1	15	11	12	30	33	16
AT5G53620.1	1271	1568	1389	1673	1948	1858
AT5G02320.1	75	64	77	145	166	120
AT5G32228.1	0	0	0	0	0	0
AT5G02330.1	2	3	1	0	0	0
AT5G11750.1	317	421	420	379.049	368	409
AT5G11780.1	42	83	56	71	74	77
AT5G17860.1	117	202	287	180	253	110
AT5G48190.1	0	0	0	0	0	0
AT5G26130.1	0	0	0	0	0	0
AT5G43440.1	112	143	162	76	64	66
AT5G49240.1	0	0	0	0	0	0
AT5G26140.1	0	0	0	0	0	0
AT5G21280.1	21	15	51	26	31	17
AT5G17810.1	1	2	4	1	1	4
AT5G49250.1	0	0	0	0	0	0
AT5G40680.1	0	0	0	0	1	0
AT5G17800.1	22	24	18	28	46	33
AT5G21990.1	1119	1222	1273	1344	1578	1260
AT5G49280.1	158	192	220	170	256	184
AT5G21970.1	158	179	184	189	235	187
AT5G49270.1	1	2	0	2	1	0
AT5G53610.1	0	0	0	0	0	0
AT5G49260.1	0	0	0	0	0	0
AT5G11800.1	448	481	483	472	529	450
AT5G26150.1	0	0	0	0	0	0
AT5G17820.1	2	0	0	0	0	0
AT5G20710.1	31	113	29	27	21	35
AT5G40670.1	829	813	1022	1508	1786	1542
AT5G26170.1	108	75	75	115	142	108
AT5G17840.1	586	681	790	858	879	964
AT5G49220.1	561	621	684	619	691	660
AT5G02290.1	762	667	830	967	1084	816
AT5G17850.1	55	47	97	117	158	117
AT5G32197.1	0	0	0	0	0	0
AT5G26120.1	0	3	1	0	0	1
AT5G02280.1	537	571	635	453	547	455
AT5G32161.1	0	0	0	0	0	0
AT5G11790.1	2527.95	2724.92	3400	2981.73	3854.66	2816.88
AT5G32143.1	1	0	0	0	0	0
AT5G32179.1	0	0	0	0	0	0
AT5G17830.1	15	10	12	8	18	15
AT5G26160.1	211	228	215	274	311	368
AT5G21960.1	2	4	17	14	15	0
AT5G49230.1	594	646	745	659	683	519
AT5G49170.1	53	49	48	77	66	120
AT5G22020.1	901	1005	1053	791	917	709
AT5G44620.1	185	280	177	93	100	114
AT5G31804.1	0	0	0	0	0	0
AT5G02090.1	40	66	34	17	29	25
AT5G17730.1	0	0	0	0	0	0
AT5G48160.1	2073	1800	2187	2602	3135	2428
AT5G17725.1	0	0	0	0	0	0
AT5G61690.1	3	0	0	0	0	0
AT5G25970.1	18	9	14	0	0	0
AT5G31787.1	0	0	0	0	0	0
AT5G31770.1	3	2	0	0	0	0
AT5G25960.1	0	0	1	0	0	0
AT5G17740.1	0	0	1	0	0	0
AT5G22120.1	449	487	526	500	562	470
AT5G49400.1	530	578	631	567	645	539
AT5G17720.1	0	0	0	0	0	0
AT5G53170.1	5204	5293	5540	5714	6912	6199
AT5G25955.1	0	0	0	0	0	0
AT5G43180.1	100	83	100	146	285	128
AT5G22110.1	109	121	103	117	138	148
AT5G31838.1	0	0	0	0	0	0
AT5G11890.1	435	580	570	522	678	509
AT5G02110.1	2	7	3	12	15	17
AT5G22100.1	408	411	377	416	492	488
AT5G25990.1	12	16	16	23	20	41
AT5G61660.1	1421	1922	1659	940	755	1218
AT5G49390.1	58	69	51	63	71	77
AT5G17750.1	0	0	0	0	0	0
AT5G31821.1	0	0	0	0	0	0
AT5G61680.1	0	0	0	0	0	0
AT5G02100.1	143	141	168	59	53	41
AT5G61670.1	2712	3058	3338	3213	3299	3103
AT5G43420.1	56	34	100	51	71	70
AT5G17760.1	364	238	378	401	497	284
AT5G61700.1	0	0	0	0	0	0
AT5G49410.1	36	32	39	36	41	43
AT5G52090.1	0	0	0	0	0	0
AT5G35700.1	612	595	653	650	748	757
AT5G52100.1	1487	1875	1751	1483	1423	1473
AT5G49430.1	832	668	570	764	998	1032
AT5G44580.1	2852	2805	3513	6279	7267	4339
AT5G17680.1	12	14	10	15	9	11
AT5G52080.1	0	0	0	0	0	0
AT5G44575.1	31	32	119	250	314	324
AT5G52070.1	227	229	245	888	940	956
AT5G02080.1	41	56	42	112.589	90.1154	121.444
AT5G35710.1	0	0	0	0	0	0
AT5G49420.1	0	0	0	2	3	2
AT5G39330.1	13	28	12	8	5	2
AT5G43185.1	0	0	0	0	0	0
AT5G52065.1	0	0	0	0	0	0
AT5G52110.1	278	305	353	237	272	276
AT5G17690.1	501	498	485	692	773	629
AT5G43415.1	0	0	0	0	0	0
AT5G61710.1	0	0	0	0	0	0
AT5G61720.1	0	29	0	0	0	4
AT5G52140.1	0	0	0	0	1	1
AT5G25950.1	0	2	1	0	0	0
AT5G15040.1	0	0	0	0	0	0
AT5G25940.1	604	676	847	504	582	422
AT5G17700.1	569	575	435	930	1199	1318
AT5G22160.1	0	0	0	0	0	0
AT5G52120.1	130	120	167	142	205	133
AT5G48510.1	0	0	0	0	1	0
AT5G22150.1	0	1	1	1	0	0
AT5G52130.1	0	0	0	0	0	0
AT5G35695.1	0	0	0	0	0	0
AT5G61730.1	0	0	3	2	3	0
AT5G05950.1	298	306	350	332	364	350
AT5G11880.1	1605	1767	1806	1888	2225	2194
AT5G52210.1	256	294	332	338	351	281
AT5G22030.2	948	857	952	854	1030	852
AT5G44600.1	317	346	343	415	434	442
AT5G05980.1	703	774	725	665	778	665
AT5G49330.1	175	155	170	179	191	149
AT5G66985.1	0	0	11	9	26	15
AT5G52190.1	671	730	863	528	606	598
AT5G22040.1	250	275	276	243	306	287
AT5G11830.1	0	0	0	0	0	0
AT5G44590.1	0	0	0	0	0	0
AT5G52220.1	75	56	65	50	75	64
AT5G52170.1	2	8	3	6	9	5
AT5G52180.1	381	381	423	433	500	439
AT5G43430.1	395	424	562	429	466	372
AT5G52160.1	181	186	85	2	0	0
AT5G26010.1	5	3	12	3	3	2
AT5G52230.1	221	235	188	310	371	313
AT5G44610.1	2	2	4	1	8	2
AT5G35670.1	133.026	195	106.017	525	649	437
AT5G49320.1	27	40	37	35	37	26
AT5G53135.1	0	0	0	0	0	0
AT5G26030.1	918	872	1175	1106	1444	1297
AT5G05960.1	333	298	495	87	230	65
AT5G05965.1	2	0	1	0	1	0
AT5G53140.1	4520	4989	5533	4772	5466	4788
AT5G11820.1	0	0	0	0	0	0
AT5G26020.1	0	0	0	0	0	0
AT5G66990.1	0	0	0	0	0	0
AT5G39360.1	296	268	320	364	445	337
AT5G35690.1	700	716	844	772	815	697
AT5G52150.1	0	0	0	0	0	0
AT5G66980.1	0	1	0	1	0	0
AT5G02130.1	147	166.005	158.004	177	190	180
AT5G39340.1	407	493	441	448	523	402
AT5G22080.1	1048	1141	1305	1271	1317	1108
AT5G22070.1	620	659	790	752	880	850
AT5G53580.1	2094	2386	2681	2068	2172	1927
AT5G66950.1	608	589	681	816	954	792
AT5G66940.1	24	21	22	30	27	41
AT5G53150.1	518	559	540	681	808	715
AT5G31873.1	0	0	0	0	0	0
AT5G15050.1	624	768	820	812	863	844
AT5G22090.1	5185	5642	6144	5340	6316	3497
AT5G11850.1	648	655	637	801	1049	830
AT5G31855.1	0	0	0	0	0	0
AT5G49370.1	18	15	18	25	23	29
AT5G11860.1	550	545	686	641	783	635
AT5G02120.1	6849	7619.99	7880	7248	7697	6835
AT5G31891.1	0	0	0	0	0	0
AT5G02140.1	10.0714	19	14	10	9	4
AT5G66960.1	70	69	37	232	234	241
AT5G22060.1	4516	4142	5355	4491	5368	2732
AT5G05987.1	242	280	276	262	328	263
AT5G02170.1	5	7	9	7	18	16
AT5G02180.1	424	469	414	509	502	527
AT5G39350.1	69	55	59	93	78	99
AT5G43175.1	0	0	0	0	0	0
AT5G66970.1	0	0	0	0	0	2
AT5G49380.1	20	17	17	17	25	23
AT5G49340.1	0	0	0	0	1	0
AT5G31927.1	0	0	0	0	0	0
AT5G06000.1	108	158	143	120	130	136
AT5G31909.1	0	0	0	0	0	0
AT5G02160.1	2684	3660	4098	3599	3114	5734
AT5G49360.1	2937	2488	2028	1629	2387	2130
AT5G49350.1	1	0	7	1	7	0
AT5G11840.1	1196	1348	1494	1369	1420	1221
AT5G02150.1	191.929	200	199	182	212	202
AT5G47200.1	2150	2247	2859	2420	2862	2249
AT5G02370.1	200.076	246.567	195.937	183.162	217.024	212.172
AT5G11740.1	13292	14859	16533	12998	14628	11972
AT5G47090.1	333	343	387	391	431	378
AT5G48960.1	495	554	568	661	781	694
AT5G35600.1	2	3	1	0	1	0
AT5G54320.1	0	0	0	0	0	0
AT5G47100.1	227	295	309	283	289	274
AT5G67100.1	350	371	241	429	558	579
AT5G48500.1	265	359	328	295	317	279
AT5G67090.1	24	31	24	20	34	25
AT5G40530.2	266	279	336	298	358	276
AT5G02590.1	331	387	475	540	535	426
AT5G35602.1	0	0	0	0	0	0
AT5G35601.1	0	0	0	0	0	0
AT5G67080.1	14	2	34	7	8	3
AT5G02600.2	233	324	236	392	404	305
AT5G47110.1	6022	6735	8300	5904	6744	6553
AT5G03160.1	883	985	1067	770	1046	842
AT5G47140.1	464	437	530	524	680	350
AT5G61460.1	163	194	134	248	285	314
AT5G52570.1	1692	1825	2292	1207	1373	1042
AT5G67110.1	76	111	115	108	132	117
AT5G32702.1	0	0	0	0	0	0
AT5G52560.1	991	1101	1153	1298	1509	1273
AT5G04380.1	0	0	2	3	3	0
AT5G47130.1	11	6	7	21	25	25
AT5G35590.1	1874	2133	2299	2325	2404	2169
AT5G48930.1	7089	8137	8679	3918	5063	3648
AT5G48940.1	7	4	8	11	8	4
AT5G47120.1	1889	1472	2183	2651	2953	2230
AT5G35580.1	13	11	13	5	10	4
AT5G61470.1	0	0	0	0	0	1
AT5G48920.1	149	219	141	125	173	130
AT5G02570.1	13	33	29	36	35	39
AT5G10550.1	1319.96	1491.46	1478	1701	2191	1549.87
AT5G10530.1	61	62	36	72	87	108
AT5G10540.1	2079.04	2601.54	2607	2768	3146	2919.13
AT5G54370.1	2	2	2	1	5	2
AT5G54380.1	1662	1882	2012	1380	1641	1251
AT5G26290.1	0	0	1	0	5	0
AT5G54390.1	3395	3454	4958	6455	8182	5497
AT5G26286.1	0	0	0	1	2	5
AT5G40560.1	0	0	0	0	0	0
AT5G52550.1	284.5	325.5	334	290.5	301	303.5
AT5G11640.1	355	383	387	319	375	327
AT5G49010.1	105	125	112	131	169	143
AT5G35606.1	0	0	0	0	0	0
AT5G26283.1	0	0	0	0	0	0
AT5G03170.1	302	379	288	291	380	235
AT5G48990.1	184	242	228	214	216	205
AT5G54360.1	0	2	0	0	1	0
AT5G26300.1	1	1	0	0	0	0
AT5G54340.1	0	0	0	0	0	0
AT5G48965.1	28	16	11	21	30	28
AT5G26320.1	0	1	1	0	0	0
AT5G40540.1	101	103	162	118	185	142
AT5G02550.1	83	131	101	50	51	72
AT5G54330.1	0	0	0	0	0	0
AT5G47150.1	4	0	1	4	14	5
AT5G48970.1	417	425	475	612	619	552
AT5G02540.1	211	305	192	202	222	222
AT5G48980.1	1	1	1	0	0	0
AT5G40550.1	60	70	64	97	113	108
AT5G11630.1	287	290	290	291	292	286
AT5G54350.1	0	0	0	0	0	0
AT5G35604.1	0	0	0	0	0	0
AT5G26310.1	1	0	0	1	0	0
AT5G02530.1	1716	2072	2054	2438	2637	2812
AT5G26280.1	23	20	62	150	232	157
AT5G61450.1	300	298	337	451	539	407
AT5G03130.1	34	36	28	18.3922	29	30
AT5G40510.1	0	3	2	2	0	1
AT5G04280.1	1330	1589	1542	1773	1970	2061
AT5G26642.1	0	0	0	0	0	0
AT5G11590.1	87	98	120	98	118	124
AT5G02640.1	27	22	22	19	20	19
AT5G26618.1	0	0	0	0	0	0
AT5G04290.1	978	1055	687	1594	1775	1635
AT5G02630.1	133	114	139	149	203	150
AT5G67140.1	364	348	423	338	412	303
AT5G02650.1	110	146	114	188	197	231
AT5G02620.1	752	717	808	1093	1374	1068
AT5G11600.1	133	174	182	202	207	176
AT5G26594.1	0	0	0	0	0	0
AT5G39530.1	2865	3379	3521	2738	3092	3861
AT5G11610.1	61	88	119	91	102	138
AT5G10560.1	1110	1161	1171	1295	1533	1445
AT5G27043.1	0	0	0	0	0	0
AT5G47180.1	304	382	485	496	554	410
AT5G10570.1	12	11	21	39	44	27
AT5G11570.1	0	4	0	0	0	0
AT5G47190.1	6055	6433	7374	5264	5687	6455
AT5G67160.1	317	400	464	253	386	175
AT5G39533.1	0	0	0	0	0	0
AT5G54300.1	660	610	956	562	623	481
AT5G02690.1	32	26	36	64	72	40
AT5G67150.1	876	907	1114	883	1138	804
AT5G02670.1	230	271	234	220	252	235
AT5G40500.1	484	704	667	506	530	763
AT5G02660.1	0	3	0	1	1	3
AT5G35575.1	0	0	0	7.51861	4	11
AT5G11580.1	904	764	824	1027	1166	1366
AT5G54310.1	1400	1645	1643	1763	1987	1725
AT5G02680.1	110	133	110	219	235	176
AT5G32678.1	0	0	0	0	0	0
AT5G26570.1	984	782	1038	1150	1567	1154
AT5G39520.1	60	28	93	64	98.0597	41
AT5G47170.1	2	12	7	11	10	11
AT5G04330.1	76	109	91	59	60	85
AT5G52610.1	0	0	0	0	0	0
AT5G03150.1	181	279	219	147	201	209
AT5G04340.1	52	42	147	94	115	56
AT5G04350.1	0	0	0	0	0	0
AT5G61430.1	27	55	32	59	69	31
AT5G52600.1	44	64	37	38	35	26
AT5G39500.1	893	893	832	955	1140	1022
AT5G52620.1	0	0	0	0	0	0
AT5G20670.1	285	362	368	246	386	192
AT5G61440.1	63	81	69	33	29	28
AT5G04360.1	737	788	917	645	685	799
AT5G67120.1	1	0	0	0	1	0
AT5G39510.1	1443	1428	1899	1637	1776.94	1601
AT5G52630.1	67	69	64	119	124	106
AT5G26330.1	250	292	274	285	349	273
AT5G61400.1	22	24	7	22	24	36
AT5G26350.1	0	0	0	0	0	0
AT5G26360.1	2836	2844	2899	2624	3372	3282
AT5G61390.1	80	74	122	73	104	76
AT5G11620.1	22	37	32	17	32	25
AT5G04310.1	39	57	50	33	41	46
AT5G47160.1	28	30	25	46	60	63
AT5G48490.1	1268	1605	1331	3134	3299	3893
AT5G26345.1	0	0	0	0	0	0
AT5G03140.1	682	850	739	758	1029	640
AT5G52640.1	2904	1899	3587	1737	2086	372
AT5G27050.1	0	1	0	0	0	0
AT5G26340.1	459	117	930	277	334	398
AT5G61410.1	18179	19462	19372	17005	18508	25428
AT5G67130.1	726	798	761	960	1080	1113
AT5G53640.1	4	0	0	1	0	1
AT5G35640.1	0	1	0	0	1	0
AT5G10520.1	58	77	49	94	150	89
AT5G11650.1	1396	1170	1452	1220	1307	1079
AT5G02390.1	6	9	8	7	15	4
AT5G61540.1	223	190	182	260	303	219
AT5G32312.1	0	0	0	0	0	0
AT5G02400.1	42	58	73	76	75	66
AT5G26233.1	2	0	0	0	0	0
AT5G39430.1	0	0	0	0	0	0
AT5G32306.1	0	0	0	0	0	0
AT5G49120.1	37	42	29	84	105	54.0346
AT5G26230.1	117	117	117	72	66	101
AT5G10460.1	779	784	873	718	702	705
AT5G49130.1	0	6	0	13.4055	18.8966	14.0753
AT5G32345.1	0	0	0	0	0	0
AT5G32280.1	0	0	0	0	0	0
AT5G21900.1	104	107	118	163	149	102
AT5G32293.1	0	0	0	0	0	0
AT5G26220.1	47	43	48	395	371	625
AT5G61530.1	561	495	667	836	939	760
AT5G02410.1	225	262	248	327	442	368
AT5G61510.1	1003	1149	1338	1562	1657	1261
AT5G32386.1	0	0	0	0	0	0
AT5G49080.1	0	0	0	0	0	0
AT5G54480.1	0	0	0	0	0	0
AT5G02430.1	109	129	154	110	144	103
AT5G49090.1	0	0	0	0	0	0
AT5G02420.1	26	33	44	21	28	30
AT5G21482.1	849	883	965	984	1200	1033
AT5G21535.1	0	0	0	0	0	0
AT5G49100.1	660	684	735	729	767	931
AT5G67060.1	1	4	0	4	0	2
AT5G39440.1	0	0	0	0	0	0
AT5G32358.1	0	0	0	0	0	0
AT5G61520.1	171	203	306	191	270	200
AT5G35607.1	0	0	0	0	0	0
AT5G49140.1	0	0	0	0	0	0
AT5G61560.1	326	232	358	210	244	210
AT5G52350.1	0	0	0	0	0	0
AT5G67040.1	0	0	0	0	0	0
AT5G20690.1	1	0	2	2	3	3
AT5G52360.1	0	7	0	0	0	0
AT5G39410.1	120	125	123	115	154	151
AT5G40620.1	1	3	0	1	3	4
AT5G11730.1	376	380	458	424	582	440
AT5G39400.1	0	0	0	2	2	1
AT5G40630.1	35	50	33	84	84	75
AT5G02380.1	43338.9	49579.4	46550.1	49142.8	59371	50969.8
AT5G52370.1	445	544	626.097	504.97	610.021	511.5
AT5G52330.1	1	0	7	3	2	0
AT5G35630.1	71951	80852	95727	84459	88209	86920
AT5G52340.1	14	20	11	20	21	26
AT5G49160.1	796	923	663	842	1075	1147
AT5G21930.1	3866	3581	3659	2449	3113	2754
AT5G40610.1	597	749	708	782	837	863
AT5G52380.1	244	244	248	269	287	336
AT5G35608.1	0	0	0	0	0	0
AT5G49150.1	49	31	32	42	70	60
AT5G35610.1	0	1	0	0	0	0
AT5G21910.1	143.184	199.902	161.808	156.856	130.692	135.56
AT5G26200.1	134	130	132	76	59	108
AT5G26210.1	1236	1360	1450	1067	1254	1068
AT5G52415.1	0	0	0	0	0	0
AT5G53110.1	19	18	43	45	64	45
AT5G52400.1	1	0	1	2	0	0
AT5G21920.1	3150.82	3532.1	4095.19	3110.14	3081.31	3207.44
AT5G39420.1	24	51	16	22	25	16
AT5G67050.1	14	17	10	15	24	25
AT5G52390.1	68	47	51	25	24	38
AT5G40605.1	0	0	0	0	0	0
AT5G35615.1	0	0	0	0	1	0
AT5G49015.1	12	9	12	25	20	54
AT5G54470.1	263	234	248	242	238	312
AT5G32400.2	0	0	0	0	0	0
AT5G02470.1	172	167	177	198	239	200
AT5G02480.1	2093	2155	2302	1822	2021	1852
AT5G11670.1	1788	2275	2804	2234	2576	2910
AT5G02490.1	2152	1307	2273	1564	1951	966
AT5G39470.1	0	2	2	0	0	0
AT5G49030.1	4897	4751	4774	4245	4798	5336
AT5G26270.1	3	2	15	0	0	0
AT5G02460.1	154	134	160	145	215	104
AT5G10490.1	1748	1680	1868	2135	2491	1915
AT5G26250.1	0	2	1	0	0	0
AT5G11680.1	753	733	913	883	948	856
AT5G02500.1	102125	97042	114566	78301	100654	64503
AT5G67070.1	2363	2895	2890	2810	3411	3141
AT5G40590.1	0	0	0	0	0	1
AT5G39460.1	0	0	1	1	0	0
AT5G26260.1	6	0	56	4	7	3
AT5G40595.1	0	0	0	0	0	0
AT5G02502.1	875	770	948	781	1038	698
AT5G10500.1	0	2	0	0	0	0
AT5G52545.1	69	55	84	69	86	72
AT5G32726.1	0	0	0	0	0	0
AT5G39490.1	1	0	0	0	0	0
AT5G52547.1	48	40	53	97	109	94
AT5G52540.1	1251	1342	1398	2429	2778	2002
AT5G52530.1	2422	2285	2376	2605	3140	2560
AT5G11660.1	0	0	0	0	0	0
AT5G52520.1	2181	2222	2412	1961	2192	2109
AT5G02510.1	3	4	4	2	0	0
AT5G20680.1	482	468	468	448	564	486
AT5G39480.1	1	0	1	0	0	0
AT5G40580.1	1042	1102	1298	1214	1443	1235
AT5G11690.1	354	389	363	353	393	331
AT5G40600.1	140	185	182	210	230	217
AT5G52440.1	2687	3164	3222	2713	2941	3156
AT5G11720.1	996	1184	1208	1223	1375	1407
AT5G52450.1	456	398	743	590	690	465
AT5G52460.1	0	0	0	0	0	0
AT5G11710.1	1813	1921	2003	2009	2561	2317
AT5G61480.1	785	842	668	791	1257	958
AT5G52430.1	295	294	382	274	332	313
AT5G52420.1	1773	1908	2157	1542	1746	1555
AT5G61490.1	9	8	10	27	32	25
AT5G54450.1	0	1	1	1	2	4
AT5G02440.1	61	95	82	41	47	39
AT5G54440.1	1312	1321	1336	1373	1817	1590
AT5G61500.1	883	885	939	906	1025	956
AT5G03210.1	68	5	225	132	151	54
AT5G02450.1	5640	6935	7312	3393	3594	3768
AT5G52470.1	5781	6739	6827	6330	6723	7066
AT5G49070.1	4	6	19	9	16	9
AT5G54430.1	1477	1410	1598	1622	1985	1608
AT5G54400.1	18	13	24	298	310	371
AT5G26236.1	0	0	0	0	0	0
AT5G52510.1	772	767	925	989	1282	1162
AT5G39450.1	235	171	212	288	389	270
AT5G26240.1	709	690	709	801	945	903
AT5G54460.1	0	0	0	0	0	0
AT5G49040.1	0	1	1	0	0	0
AT5G49050.1	0	0	0	0	0	0
AT5G52480.1	0	0	0	0	0	0
AT5G54420.1	0	0	0	0	0	0
AT5G52500.1	0	0	0	1	2	0
AT5G03200.1	194	175	244	3	10	9
AT5G49060.1	251	223	261	292	348	276
AT5G54410.1	0	0	0	0	0	0
AT5G52490.1	0	0	0	0	0	0
AT5G51300.1	1401	1379	1197	1770	1989	1844
AT5G51390.1	35	41	62	21	27	20
AT5G07830.1	441	541	549	569	777	592
AT5G34847.1	0	0	0	0	0	0
AT5G34846.1	0	0	0	0	0	0
AT5G12270.1	1	5	2	0	0	1
AT5G01310.1	151	197	199	193	239	223
AT5G25270.1	1303	1369	1310	1685	2014	1717
AT5G43300.1	1	2	1	8	6	9
AT5G34840.1	0	0	0	0	0	0
AT5G01300.1	4	10	32	35	58	16
AT5G41160.1	36	23	17	38	45	20
AT5G12290.1	476	446	460	589	702	533
AT5G32070.1	0	0	0	0	0	0
AT5G41150.1	310	297	284	307	389	304
AT5G12280.1	5	7	2	6	8	3
AT5G32103.1	0	0	0	0	0	0
AT5G34848.1	0	0	0	0	0	0
AT5G04620.2	234	284	254	274	311	334
AT5G01290.1	490	564	554	654	791	691
AT5G50040.1	0	2	0	0	0	0
AT5G25290.1	0	0	0	0	1	0
AT5G28020.1	849	1130	1181	716	894	1031
AT5G32169.1	0	0	0	0	0	0
AT5G25310.1	1	2	2	0	1	0
AT5G47950.1	1	0	0	3	1	0
AT5G30390.1	0	0	0	0	0	0
AT5G25305.1	0	0	0	0	0	0
AT5G53380.1	2	0	0	1	1	0
AT5G32136.1	0	0	0	0	0	0
AT5G54660.1	582	692	718	661	700	607
AT5G28010.1	13	14	24	10	5	5
AT5G41140.1	1081	1198	918	1684	1968	1753
AT5G25280.1	2745	2945	3533	3076	3904	2224
AT5G25300.1	0	0	0	0	0	0
AT5G50050.1	0	0	0	0	0	0
AT5G12260.1	261	304	333	310	334	329
AT5G54670.1	320	364	268	397	542	449
AT5G32037.1	0	0	0	0	0	0
AT5G30380.1	0	0	0	0	0	0
AT5G12300.1	69	63	66	75	91	55
AT5G34850.1	4506	4559	5512	2954	3287	3164
AT5G62170.1	173	319	191	229	249	316
AT5G25260.1	164	13	116	453	337	369
AT5G20900.1	1896	2016	2629	2290	3094	2104
AT5G10370.1	370.6	305.63	261.362	539.773	683.675	592.676
AT5G01260.2	971	1014	1254	1150	1241	952
AT5G31932.1	0	0	0	0	0	0
AT5G62180.1	97	101	130	159	140	133
AT5G53390.1	17	34	20	2	0	5
AT5G25240.1	149	182	271	95	109	54
AT5G31842.1	0	1	0	0	0	0
